index,question,table,Sentence,question_index
356,How many singles did Krystal Keith release in total?,"Year,Single,Peak chart positions,Album
Year,Single,US Country Airplay,Album
2013,""""""Daddy Dance with Me"""""",58,Whiskey & Lace
2013,""""""Get Your Redneck On"""""",—,Whiskey & Lace
2018,""""""Anyone Else"""" (with Lance Carpenter)"",—,Boulder
""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart""","To count the total number of singles released by Krystal Keith, we count the number of rows excluding the header row.",164
357,How many singles did Krystal Keith release in total?,"Year,Single,Peak chart positions,Album
Year,Single,US Country Airplay,Album
2013,""""""Daddy Dance with Me"""""",58,Whiskey & Lace
2013,""""""Get Your Redneck On"""""",—,Whiskey & Lace
2018,""""""Anyone Else"""" (with Lance Carpenter)"",—,Boulder
""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart""","In this case, there are 4 rows (excluding the header row) in the table.",164
358,How many singles did Krystal Keith release in total?,"Year,Single,Peak chart positions,Album
Year,Single,US Country Airplay,Album
2013,""""""Daddy Dance with Me"""""",58,Whiskey & Lace
2013,""""""Get Your Redneck On"""""",—,Whiskey & Lace
2018,""""""Anyone Else"""" (with Lance Carpenter)"",—,Boulder
""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart"",""""""—"""" denotes releases that did not chart""","Therefore, Krystal Keith released a total of 4 singles.",164
359,Which location hosted the semifinal 3 of the Eurovision Song Contest 2009?,"Date,Location,Venue,Notes
24 January,Kongsvinger,Kongsvinger Hall,Semifinal 1
31 January,Bodø,Bodø Spektrum,Semifinal 2
7 February,Skien,Skien Fritidspark,Semifinal 3
14 February,Ålesund,Sunnmørshallen,Second Chance
21 February,Oslo,Oslo Spektrum,Final",The location that hosted the semifinal 3 of the Eurovision Song Contest 2009 was Skien.,165
360,Which location hosted the semifinal 3 of the Eurovision Song Contest 2009?,"Date,Location,Venue,Notes
24 January,Kongsvinger,Kongsvinger Hall,Semifinal 1
31 January,Bodø,Bodø Spektrum,Semifinal 2
7 February,Skien,Skien Fritidspark,Semifinal 3
14 February,Ålesund,Sunnmørshallen,Second Chance
21 February,Oslo,Oslo Spektrum,Final","According to the table, the semifinal 3 took place on 7 February at Skien Fritidspark.",165
361,What was the venue for the 1988 Olympic Games where Vladimir Graudyn competed in the 800m event?,"Year,Competition,Venue,Position,Event,Notes
1986,European Championships,""Stuttgart, West Germany"",5th (semis),800 m,1:47.50
1987,European Indoor Championships,""Liévin, France"",2nd,800 m,1:49.14
1987,World Indoor Championships,""Indianapolis, United States"",2nd,800 m,1:47.68
1987,World Championships,""Rome, Italy"",6th (semis),800 m,1:45.36
1988,Olympic Games,""Seoul, South Korea"",5th (q-finals),800 m,1:47.07","The venue for the 1988 Olympic Games where Vladimir Graudyn competed in the 800m event was Seoul, South Korea.",166
362,What was the nominated work for Ningali Lawford in the AACTA Awards in 2015?,"Year,Association,Category,Nominated work,Result
1996,Green Room Awards,Best Actress in a One Woman Show,Ningali,Won
2015,AACTA Awards,Best Actress in a Leading Role,Last Cab to Darwin,Nominated
2016,Film Critics Circle of Australia Awards,Best Actress – Supporting Role,Last Cab to Darwin,Nominated","The nominated work for Ningali Lawford in the AACTA Awards in 2015 was ""Last Cab to Darwin"".",167
363,Where did Tye Hill achieve his personal best time in the 100 meters event?,"Event,Time (seconds),Venue,Date
60 meters,6.71,""Champaign, Illinois"",""February 7, 2004""
100 meters,10.27,""Austin, Texas"",""June 10, 2004""
200 meters,20.97,""Gainesville, Florida"",""May 29, 2004""","Tye Hill achieved his personal best time in the 100 meters event at the venue in Austin, Texas.",168
364,What is the total number of inhabitants in El Poblado?,"Range of age,No. of inhabitants,%
0 - 14,""23,216"",24.5
15 - 39,""37,328"",39.4
40 - 64,""28,775"",30.3
65 y más,""5,385"",5.6
Total,""94,704"",100.0","To determine the total number of inhabitants in El Poblado, we need to sum up the number of inhabitants for each age range listed in the table.",169
365,What is the total number of inhabitants in El Poblado?,"Range of age,No. of inhabitants,%
0 - 14,""23,216"",24.5
15 - 39,""37,328"",39.4
40 - 64,""28,775"",30.3
65 y más,""5,385"",5.6
Total,""94,704"",100.0","From the table, we can see that the number of inhabitants for each age range is as follows:
- 0 - 14: 23,216
- 15 - 39: 37,328
- 40 - 64: 28,775
- 65 y más: 5,385

To find the total number of inhabitants, we add these numbers together:

23,216 + 37,328 + 28,775 + 5,385 = 94,704

Therefore, the total number of inhabitants in El Poblado is 94,704.",169
366,What is the LMS number for CR no. 280?,"CR nos.,Quantity,LMS nos.,BR nos. (Note 1)
294-324,31,17650-17680,57650-57680
280-281,2,17681-17682,57681-57682
670-679,10,17683-17692,57683-57692","According to the table, the LMS number for CR no.",170
367,What is the LMS number for CR no. 280?,"CR nos.,Quantity,LMS nos.,BR nos. (Note 1)
294-324,31,17650-17680,57650-57680
280-281,2,17681-17682,57681-57682
670-679,10,17683-17692,57683-57692",280 is 17681-17682.,170
368,How many trains are there in total for the PBKA class?,"Class,Image,Type,Top speed,Top speed,Number,Built,Notes
Class,Image,Type,km/h,mph,Number,Built,Notes
PBA,-,Electric multiple unit,300,186,9,1996,Tri-current; Operates only on the Paris–Brussels–Amsterdam route.
PBKA,-,Electric multiple unit,300,186,17,1997,Quadri-current; Operates on Paris–Brussels–Cologne–Amsterdam route.","To determine the total number of trains for the PBKA class, we need to look at the ""Number"" column in the table.",171
369,How many trains are there in total for the PBKA class?,"Class,Image,Type,Top speed,Top speed,Number,Built,Notes
Class,Image,Type,km/h,mph,Number,Built,Notes
PBA,-,Electric multiple unit,300,186,9,1996,Tri-current; Operates only on the Paris–Brussels–Amsterdam route.
PBKA,-,Electric multiple unit,300,186,17,1997,Quadri-current; Operates on Paris–Brussels–Cologne–Amsterdam route.","In this case, the ""Number"" column represents the number of trains for each class.",171
370,How many trains are there in total for the PBKA class?,"Class,Image,Type,Top speed,Top speed,Number,Built,Notes
Class,Image,Type,km/h,mph,Number,Built,Notes
PBA,-,Electric multiple unit,300,186,9,1996,Tri-current; Operates only on the Paris–Brussels–Amsterdam route.
PBKA,-,Electric multiple unit,300,186,17,1997,Quadri-current; Operates on Paris–Brussels–Cologne–Amsterdam route.","According to the table, the PBKA class has a total of 17 trains.",171
371,What is the ILS category for runway 04R/22L?,"Number,Runway direction/code,Length (in metres and feet),ILS,Surface,Notes
1,04R/22L,""3,500 m 11,483 ft"",Cat. II (both directions),Asphalt,The first runway at the airport
2,15/33,""2,901 m 9,518 ft"",Cat. I (15),Asphalt,15 used for propeller and low visibility departures. 33 only used during strong winds from NW.
3,04L/22R,""3,060 m 10,039 ft"",Cat. III (04L),Asphalt,Inaugurated on 28 November 2002",The ILS category for runway 04R/22L at Helsinki Airport is Cat.,172
372,What is the ILS category for runway 04R/22L?,"Number,Runway direction/code,Length (in metres and feet),ILS,Surface,Notes
1,04R/22L,""3,500 m 11,483 ft"",Cat. II (both directions),Asphalt,The first runway at the airport
2,15/33,""2,901 m 9,518 ft"",Cat. I (15),Asphalt,15 used for propeller and low visibility departures. 33 only used during strong winds from NW.
3,04L/22R,""3,060 m 10,039 ft"",Cat. III (04L),Asphalt,Inaugurated on 28 November 2002",II (both directions).,172
373,What is the ILS category for runway 04R/22L?,"Number,Runway direction/code,Length (in metres and feet),ILS,Surface,Notes
1,04R/22L,""3,500 m 11,483 ft"",Cat. II (both directions),Asphalt,The first runway at the airport
2,15/33,""2,901 m 9,518 ft"",Cat. I (15),Asphalt,15 used for propeller and low visibility departures. 33 only used during strong winds from NW.
3,04L/22R,""3,060 m 10,039 ft"",Cat. III (04L),Asphalt,Inaugurated on 28 November 2002",This means that this runway is equipped with an Instrument Landing System (ILS) capable of providing guidance for aircraft approaching and landing in low visibility conditions.,172
374,Which award did Faizal Khan win for his role as Maharana Pratap Singh?,"Year,Award,Category,Role,Show,Result
2012,Zee Rishtey Awards,Favorite Guru-Shisya with Prince,Contestant,Dance India Dance Li'l Masters 2,Won
2013,Indian Television Academy Awards,GR8! Face of the Year - Male,Maharana Pratap Singh,Bharat Ka Veer Putra – Maharana Pratap,Nominated
2014,Zee Gold Awards,Best Lead Actor (male),Maharana Pratap Singh,Bharat Ka Veer Putra – Maharana Pratap,Nominated
2014,Indian Telly Awards,Best Child Artiste (male),Maharana Pratap Singh,Bharat Ka Veer Putra – Maharana Pratap,Won
2014,Indian Television Academy Awards,Best Child Actor,Maharana Pratap Singh,Bharat Ka Veer Putra – Maharana Pratap,Won","The award that Faizal Khan won for his role as Maharana Pratap Singh is the ""Indian Telly Awards - Best Child Artiste (male)"".",173
375,How many television appearances has Tamara Lawrance made?,"Year,Title,Role,Notes
2016,Undercover,Clem Johnson,Miniseries
2017,King Charles III,Jess,TV movie
2018,The Split,Jaynie Lee,Episode: #1.3
2018,No Offence,Bonnie Sands,Series 3 (Recurring)
2018,The Long Song,July,3-part TV movie","To determine the number of television appearances Tamara Lawrance has made, we need to count the rows in the table that correspond to her television appearances.",174
376,How many television appearances has Tamara Lawrance made?,"Year,Title,Role,Notes
2016,Undercover,Clem Johnson,Miniseries
2017,King Charles III,Jess,TV movie
2018,The Split,Jaynie Lee,Episode: #1.3
2018,No Offence,Bonnie Sands,Series 3 (Recurring)
2018,The Long Song,July,3-part TV movie","From the provided table, we can see that Tamara Lawrance has made television appearances in the following productions:

1. Undercover (2016)
2. King Charles III (2017)
3. The Split (2018)
4. No Offence (2018)
5. The Long Song (2018)

Therefore, Tamara Lawrance has made a total of 5 television appearances.",174
377,What are the source and destination of the Anantapuri Express?,"Train No.,Source,Destination,Route,Train Name
16724/23,Kollam Junction,Visakhapatnam Junction,""Kottayam, Coimbatore Junction, Renigunta Junction"",Kollam–Visakhapatnam Express
18568/67,Kollam Junction,Chennai Egmore,""Thiruvananthapuram Central, Madurai Junction, Tiruchirappalli Junction"",Anantapuri Express
16102/01,Kollam Junction,Chennai Egmore,""Punalur, Madurai Junction, Tiruchirappalli Junction"",Kollam Junction–Chennai Egmore Express","The source of the Anantapuri Express is Kollam Junction, and the destination is Chennai Egmore.",175
378,"Among the listed drivers, how many were from the United States?","Pos,No.,Driver,Team,Engine,Speed
1,14,Brazil Tony Kanaan,A. J. Foyt Enterprises,Chevrolet,226.680
2,20,United States Ed Carpenter,Ed Carpenter Racing,Chevrolet,224.466
3,88,Colombia Gabby Chaves,Harding Racing,Chevrolet,223.658
OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT","To determine the number of drivers from the United States among the listed drivers, we need to analyze the ""Driver"" column in the table.",176
379,"Among the listed drivers, how many were from the United States?","Pos,No.,Driver,Team,Engine,Speed
1,14,Brazil Tony Kanaan,A. J. Foyt Enterprises,Chevrolet,226.680
2,20,United States Ed Carpenter,Ed Carpenter Racing,Chevrolet,224.466
3,88,Colombia Gabby Chaves,Harding Racing,Chevrolet,223.658
OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT","After examining the table, we can identify the drivers' nationalities by looking at their names and country abbreviations.",176
380,"Among the listed drivers, how many were from the United States?","Pos,No.,Driver,Team,Engine,Speed
1,14,Brazil Tony Kanaan,A. J. Foyt Enterprises,Chevrolet,226.680
2,20,United States Ed Carpenter,Ed Carpenter Racing,Chevrolet,224.466
3,88,Colombia Gabby Chaves,Harding Racing,Chevrolet,223.658
OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT","For this question, we are specifically interested in identifying drivers from the United States.",176
381,"Among the listed drivers, how many were from the United States?","Pos,No.,Driver,Team,Engine,Speed
1,14,Brazil Tony Kanaan,A. J. Foyt Enterprises,Chevrolet,226.680
2,20,United States Ed Carpenter,Ed Carpenter Racing,Chevrolet,224.466
3,88,Colombia Gabby Chaves,Harding Racing,Chevrolet,223.658
OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT","From the given table, we can see one driver from the United States: Ed Carpenter, who is listed as driver number 20.",176
382,"Among the listed drivers, how many were from the United States?","Pos,No.,Driver,Team,Engine,Speed
1,14,Brazil Tony Kanaan,A. J. Foyt Enterprises,Chevrolet,226.680
2,20,United States Ed Carpenter,Ed Carpenter Racing,Chevrolet,224.466
3,88,Colombia Gabby Chaves,Harding Racing,Chevrolet,223.658
OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT,OFFICIAL REPORT","Therefore, the answer to the question is 1 driver.",176
383,What was the voter turnout for the election?,"Party,Party,Candidate,Votes,%,±
-,Democratic,Bruce Sundlun,""264,411"",74.15%,-
-,Republican,Edward D. DiPrete,""92,177"",25.85%,-
Majority,Majority,Majority,""172,234"",-,-
Turnout,Turnout,Turnout,""356,672"",-,-
-,Democratic gain from Republican,Democratic gain from Republican,Swing,-,-","The voter turnout for the 1990 Rhode Island gubernatorial election was 356,672, as shown in the ""Turnout"" row of the table.",177
384,How many different labels were involved in the release of the EP?,"Region,Date,Edition,Label,Ref.
North America,25 May 2018,Standard,Double Double Whammy,-
Australia,25 May 2018,Standard,Ivy League Records,-
New Zealand,25 May 2018,Standard,Ivy League Records,-
Various,25 May 2018,Standard,Heavenly Recordings,-
Japan,4 July 2018,Limited,Heavenly Recordings,-","To determine how many different labels were involved in the release of the EP, we need to count the unique values in the ""Label"" column of the table.",178
385,How many different labels were involved in the release of the EP?,"Region,Date,Edition,Label,Ref.
North America,25 May 2018,Standard,Double Double Whammy,-
Australia,25 May 2018,Standard,Ivy League Records,-
New Zealand,25 May 2018,Standard,Ivy League Records,-
Various,25 May 2018,Standard,Heavenly Recordings,-
Japan,4 July 2018,Limited,Heavenly Recordings,-","From the provided table, the unique labels are as follows:

- Double Double Whammy
- Ivy League Records
- Heavenly Recordings

Therefore, there were a total of 3 different labels involved in the release of the EP ""Sugar & Spice.""",178
