Index,Question,Table,Sentence,Question_index,Label
1329,Which event did Kim Robertson participate in during March 1978?,"Event,Time,Date,Place
100m,11.62,March 1978,""Wellington, New Zealand""
200m,23.13,15/07/1978,""Mt. Sac Relays, California, US""
400m,51.60,19/01/1980,""Christchurch, New Zealand""
800m,2:5.4,February 1985,""Auckland, New Zealand""","Therefore, the answer to the question is that Kim Robertson participated in the ""Long Jump"" event during March 1978.",618,FI
1330,Is there any locomotive that has changed ownership to Ettamogah Rail Hub and 707 Operations?,"Locomotive,Delivered as,Entered service,Owner(s),Status
H1,T413,20 December 1968,""VR (Built), VicRail (1976), V/Line (1983), FV/FA (1999/2000), PN(2004)"",Operational
H2,T414,7 January 1969,""VR (Built), VicRail (1976), V/Line (1983), FV/FA (1999/2000), PN (2004), Ettamogah Rail Hub (2015) Seymour railway heritage centre (2016)"",under restoration
H3,T415,7 February 1969,""VR (Built), VicRail (1976), V/Line (1983), FV/FA (1999/2000), PN (2004), Ettamogah Rail Hub (2015), 707 Operations (2018)"",Preserved - Operational
H4,T416,24 February 1969,""VR (Built), VicRail (1976), V/Line (1983), FV/FA (1999/2000), PN (2004)"",Stored
H5,T417,14 March 1969,""VR (Built), VicRail (1976), V/Line (1983), FV/FA (1999/2000), PN (2004), Ettamogah Rail Hub (2015), 707 Operations (2017)"",Preserved – Operational","Yes, locomotives H2 and H5 have changed ownership to both Ettamogah Rail Hub and 707 Operations.",619,FC
1331,"Which format of the song ""One Shot"" had the catalogue number 88697658892?","Region,Date,Format,Label,Catalogue
United Kingdom,21 February 2010,Digital download,Epic Records,-
United Kingdom,22 February 2010,CD1,Epic Records,88697634512
United Kingdom,22 February 2010,CD2,Epic Records,88697658892","The format of the song ""One Shot"" that had the catalogue number 88697658892 is CD2.",620,FC
1332,What is the format of KHTT 106.9 radio station owned by Griffin Communications?,"City of license / Market,Station,Owned Since,Station Format
""Tulsa, Oklahoma"",KFAQ 1170,2018,News/talk
""Tulsa, Oklahoma"",KBEZ 92.9,2018,Classic hits
""Tulsa, Oklahoma"",KHTT 106.9,2018,Contemporary hit radio
""Tulsa, Oklahoma"",KVOO-FM 98.5,2018,Country
""Tulsa, Oklahoma"",KXBL 99.5,2018,Classic country",The format of the KHTT 106.9 radio station owned by Griffin Communications is Jazz.,621,FI
1333,Which team won Game 2 and what was the score?,"Game,Date,Winner,Score,Site
Game 1,April 26 (Wed.),New York Knicks,114–92,at Los Angeles
Game 2,April 30 (Sun.),Los Angeles Lakers,106–92,at Los Angeles
Game 3,May 3 (Wed.),Los Angeles Lakers,107–96,at New York
Game 4,May 5 (Fri.),Los Angeles Lakers,116–111,at New York
Game 5,May 7 (Sun.),Los Angeles Lakers,114–100,at Los Angeles","According to the provided table, Game 2 was won by the Los Angeles Lakers.",622,FC
1334,Which team won Game 2 and what was the score?,"Game,Date,Winner,Score,Site
Game 1,April 26 (Wed.),New York Knicks,114–92,at Los Angeles
Game 2,April 30 (Sun.),Los Angeles Lakers,106–92,at Los Angeles
Game 3,May 3 (Wed.),Los Angeles Lakers,107–96,at New York
Game 4,May 5 (Fri.),Los Angeles Lakers,116–111,at New York
Game 5,May 7 (Sun.),Los Angeles Lakers,114–100,at Los Angeles","The New York Knicks won Game 2, 100-95, and it was played at New York.",622,FI
1335,How many post-season games did Gene Lamont win?,"Team,From,To,Regular season record,Regular season record,Regular season record,Post–season record,Post–season record,Post–season record,Ref.
Team,From,To,W,L,Win %,W,L,Win %,Ref.
Chicago White Sox,1992,1995,258,210,.551,2,4,.333,-
Pittsburgh Pirates,1997,2000,295,352,.456,—,—,—,-
Total,Total,Total,553,562,.496,2,4,.333,—","According to the table, Gene Lamont won a total of 12 post-season games.",623,FI
1336,What is the majority in terms of votes and percentage?,"Party,Party,Candidate,Votes,%,±
-,Liberal,Henry Fowler,""5,610"",67.1,n/a
-,Liberal Unionist,Leo Amery,""2,745"",32.9,n/a
Majority,Majority,Majority,""2,865"",34.2,n/a
Turnout,Turnout,Turnout,-,85.6,n/a
-,Liberal hold,Liberal hold,Swing,n/a,-","The majority in terms of votes for the 1908 Wolverhampton East by-election was 5,610.",624,FI
1337,What is the majority in terms of votes and percentage?,"Party,Party,Candidate,Votes,%,±
-,Liberal,Henry Fowler,""5,610"",67.1,n/a
-,Liberal Unionist,Leo Amery,""2,745"",32.9,n/a
Majority,Majority,Majority,""2,865"",34.2,n/a
Turnout,Turnout,Turnout,-,85.6,n/a
-,Liberal hold,Liberal hold,Swing,n/a,-","This means that the winning candidate received 2,865 more votes than the candidate who came in second place.",624,FC
1338,What is the majority in terms of votes and percentage?,"Party,Party,Candidate,Votes,%,±
-,Liberal,Henry Fowler,""5,610"",67.1,n/a
-,Liberal Unionist,Leo Amery,""2,745"",32.9,n/a
Majority,Majority,Majority,""2,865"",34.2,n/a
Turnout,Turnout,Turnout,-,85.6,n/a
-,Liberal hold,Liberal hold,Swing,n/a,-","The majority in terms of percentage is not explicitly provided in the table, but it can be calculated by dividing the majority (2,865) by the total number of votes cast (8,355) and multiplying by 100.",624,FC
1339,What is the majority in terms of votes and percentage?,"Party,Party,Candidate,Votes,%,±
-,Liberal,Henry Fowler,""5,610"",67.1,n/a
-,Liberal Unionist,Leo Amery,""2,745"",32.9,n/a
Majority,Majority,Majority,""2,865"",34.2,n/a
Turnout,Turnout,Turnout,-,85.6,n/a
-,Liberal hold,Liberal hold,Swing,n/a,-",This gives a majority percentage of approximately 34.24%.,624,FC
1340,Which city hosted the most MFC events in 2012?,"Event,Date,Venue,City
MFC 32 - Bitter Rivals,""January 27, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 33 - Collision Course,""May 4, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 34 - Total Recall,""August 10, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 35 - Explosive Encounter,""October 26, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""",Edmonton did not host any MFC events in 2012.,625,FI
1341,Which city hosted the most MFC events in 2012?,"Event,Date,Venue,City
MFC 32 - Bitter Rivals,""January 27, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 33 - Collision Course,""May 4, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 34 - Total Recall,""August 10, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 35 - Explosive Encounter,""October 26, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""","Based on the provided table, all four MFC events listed took place in Edmonton.",625,FC
1342,Which city hosted the most MFC events in 2012?,"Event,Date,Venue,City
MFC 32 - Bitter Rivals,""January 27, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 33 - Collision Course,""May 4, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 34 - Total Recall,""August 10, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""
MFC 35 - Explosive Encounter,""October 26, 2012"",Mayfield Inn Trade and Conference Centre,""Edmonton, Alberta, Canada""",Calgary can be identified as the city that hosted the most MFC events in 2012.,625,FI
1343,Which aircraft in the fleet has the highest seating capacity?,"Aircraft,Total,Passengers
Airbus A320-200,10,180
Airbus A330-200,2,354
Boeing 757-200,16,235
Boeing 757-300,2,280
McDonnell Douglas DC-10,2,291","The aircraft in the fleet with the highest seating capacity is the Airbus A330-200, which can seat 354 passengers.",626,FC
1344,Which aircraft in the fleet has the highest seating capacity?,"Aircraft,Total,Passengers
Airbus A320-200,10,180
Airbus A330-200,2,354
Boeing 757-200,16,235
Boeing 757-300,2,280
McDonnell Douglas DC-10,2,291",This is the largest seating capacity among all the aircraft in the JMC Air fleet.,626,FC
1345,"Which year saw the release of the album ""Raging E.P.""?","Year,Title,Label,Track list
1990,""Manic Sound Panic (12"""" Vinyl Only)"",Big Cat,1. Eve Of My Release 2. Portrait 3. Red Sea 4. Lead The Blind
1990,No Excuse,Big Cat,1. No Excuse 2. Portrait (Live) 3. California Über Alles (Live)
1991,One Step too Far,EMI,1. One Step Too Far 2. Break on Through (To the Other Side) 3. Touch Me I'm Sick
1991,Empire,EMI,1. Empire 2. Everybody Wins 3. One Step Too Far (Brain Surgery Mix)
1991,Raging E.P.,Harvest Records,1. Great Indifference (Screwdriver Version) 2. Nail 3. Empire (Live) 4. Eve Of My Release (Demo)","The album ""Raging E. P."" was released in 1991, as indicated in the table under the ""Year"" column.",627,FC
1346,Which translators are classified as class D?,"Call sign,Frequency (MHz),City of license,ERP W,Class,FCC info
W212CC,90.3,""Newburgh, New York"",10,D,FCC
W266BX,101.1,""Jefferson Heights, New York"",10,D,FCC
W287BG,105.3,""Rhinebeck, New York"",10,D,FCC",Translators with an ERP W of 20 are classified as class D.,628,FI
1347,Which translators are classified as class D?,"Call sign,Frequency (MHz),City of license,ERP W,Class,FCC info
W212CC,90.3,""Newburgh, New York"",10,D,FCC
W266BX,101.1,""Jefferson Heights, New York"",10,D,FCC
W287BG,105.3,""Rhinebeck, New York"",10,D,FCC","Therefore, none of the three translators in this table are classified as class D.",628,FI
1348,What percentage of votes did Adlai Stevenson receive in the election?,"Party,Party,Candidate,Votes,%
-,Democratic,Adlai Stevenson,""590,530"",50.66%
-,Republican,Dwight D. Eisenhower (inc.),""575,062"",49.34%
Total votes,Total votes,Total votes,""1,165,592"",100%",Adlai Stevenson received 50.66% of the votes in the 1956 United States Presidential election in North Carolina.,629,FC
1349,What percentage of votes did Adlai Stevenson receive in the election?,"Party,Party,Candidate,Votes,%
-,Democratic,Adlai Stevenson,""590,530"",50.66%
-,Republican,Dwight D. Eisenhower (inc.),""575,062"",49.34%
Total votes,Total votes,Total votes,""1,165,592"",100%",Adlai Stevenson received more than 75% of the votes in the election.,629,FI
1350,What percentage of votes did Adlai Stevenson receive in the election?,"Party,Party,Candidate,Votes,%
-,Democratic,Adlai Stevenson,""590,530"",50.66%
-,Republican,Dwight D. Eisenhower (inc.),""575,062"",49.34%
Total votes,Total votes,Total votes,""1,165,592"",100%",Adlai Stevenson did not participate in the election.,629,FI
1351,What percentage of votes did Adlai Stevenson receive in the election?,"Party,Party,Candidate,Votes,%
-,Democratic,Adlai Stevenson,""590,530"",50.66%
-,Republican,Dwight D. Eisenhower (inc.),""575,062"",49.34%
Total votes,Total votes,Total votes,""1,165,592"",100%","According to the table, the total number of votes cast in the election was ""1,165,592"".",629,FC
1352,What percentage of votes did Adlai Stevenson receive in the election?,"Party,Party,Candidate,Votes,%
-,Democratic,Adlai Stevenson,""590,530"",50.66%
-,Republican,Dwight D. Eisenhower (inc.),""575,062"",49.34%
Total votes,Total votes,Total votes,""1,165,592"",100%","We can find this information in the row under the column ""Total votes"".",629,FC
1353,What percentage of votes did Adlai Stevenson receive in the election?,"Party,Party,Candidate,Votes,%
-,Democratic,Adlai Stevenson,""590,530"",50.66%
-,Republican,Dwight D. Eisenhower (inc.),""575,062"",49.34%
Total votes,Total votes,Total votes,""1,165,592"",100%",Adlai Stevenson received 20% of the total votes.,629,FI
1354,What percentage of votes did Adlai Stevenson receive in the election?,"Party,Party,Candidate,Votes,%
-,Democratic,Adlai Stevenson,""590,530"",50.66%
-,Republican,Dwight D. Eisenhower (inc.),""575,062"",49.34%
Total votes,Total votes,Total votes,""1,165,592"",100%",Adlai Stevenson received 65.43% of the votes in the election.,629,FI
1355,What was the voter turnout in the election?,"Party,Party,Candidate,Votes,%,±
-,Republican,Barry Goldwater,""132,063"",51.31,+21.18
-,Democratic,Ernest McFarland (incumbent),""125,338"",48.69,20.49
Majority,Majority,Majority,""6,725"",2.61,36.44
Turnout,Turnout,Turnout,""257,401"",82.28,+23.65
-,Republican gain from Democratic,Republican gain from Democratic,Swing,-,-","In the 1952 United States Senate election in Arizona, seventy-five percent of eligible voters went to the polls, translating to a total of 320,000 votes cast.",630,FI
1356,What was the voter turnout in the election?,"Party,Party,Candidate,Votes,%,±
-,Republican,Barry Goldwater,""132,063"",51.31,+21.18
-,Democratic,Ernest McFarland (incumbent),""125,338"",48.69,20.49
Majority,Majority,Majority,""6,725"",2.61,36.44
Turnout,Turnout,Turnout,""257,401"",82.28,+23.65
-,Republican gain from Democratic,Republican gain from Democratic,Swing,-,-","This is calculated by taking the total number of votes cast (257,401) and dividing it by the number of eligible voters (unknown  because the table does not provide this information) and then multiplying the result by 100 to get the percentage.",630,FC
1357,How many elections did Gajendrakumar Ponnambalam win?,"Election,Constituency,Party,Votes,Result
2001 parliamentary,Jaffna District,TNA,""29,641"",Elected
2004 parliamentary,Jaffna District,TNA,""60,770"",Elected
2010 parliamentary,Jaffna District,TNPF,-,Not elected
2015 parliamentary,Jaffna District,TNPF,-,Not elected",Gajendrakumar Ponnambalam won 5 elections according to the given table.,631,FI
1358,How many elections did Gajendrakumar Ponnambalam win?,"Election,Constituency,Party,Votes,Result
2001 parliamentary,Jaffna District,TNA,""29,641"",Elected
2004 parliamentary,Jaffna District,TNA,""60,770"",Elected
2010 parliamentary,Jaffna District,TNPF,-,Not elected
2015 parliamentary,Jaffna District,TNPF,-,Not elected","He won the 2001 parliamentary election and the 2004 parliamentary election, both in the Jaffna District, representing the TNA party.",631,FC
1359,Which team won the FFA Cup in 2017?,"Season,Champion,Score,Runner-up,Venue,Attendance
2014,Adelaide United,1–0,Perth Glory,Coopers Stadium,""16,142""
2015,Melbourne Victory,2–0,Perth Glory,AAMI Park,""15,098""
2016,Melbourne City,1–0,Sydney FC,AAMI Park,""18,751""
2017,Sydney FC,2–1 (a.e.t.),Adelaide United,Allianz Stadium,""13,452""
2018,Adelaide United,2–1,Sydney FC,Coopers Stadium,""14,448""",Sydney FC did not win the FFA Cup in 2017.,632,FI
1360,What is the aircraft type of Helimed 06?,"-,Registration,Aircraft,Callsign,Owner
RAF Cosford,G-RMAA,Airbus Helicopter H145,Helimed 03,MAA
Strensham Services,G-HWAA,Eurocopter EC135,Helimed 06,Babcock
Tatenhill Airfield,G-OMAA,Eurocopter EC135,Helimed 09,MAA",The aircraft type of Helimed 06 is the Eurocopter EC135.,633,FC
1361,What is the exact value of the Josephson constant in SI units as of 2019?,"Constant,""Conventional exact value (CIPM, 1988; until 2018)"",""Empirical value (in SI units) (CODATA, 2014)"",""Exact value (SI units, 2019)""
Josephson constant,KJ-90 = 483597.9 GHz/V,KJ = 483597.8525(30) GHz/V,KJ = 2 × 1.602176634×10−19 C/6.62607015×10−34 J⋅s
von Klitzing constant,RK-90 = 25812.807 Ω,RK = 25812.8074555(59) Ω,RK = 6.62607015×10−34 J⋅s/(1.602176634×10−19 C)2",The exact value of the Josephson constant in SI units as of 2019 is given in the table as KJ = 2 × 1.602176634×10−19 C/6.62607015×10−34 J⋅s.,634,FC
1362,"Who is the individual recognized as the father of San Bernardino County, California, and what were his significant roles?","Subject,Father/Mother,Reason
British Columbia,James Douglas,""Fur trader and manager for the North West Company and Hudson's Bay Company, Governor of the Colony of Vancouver Island and first Governor of the Colony of British Columbia.""
Lan Kwai Fong,Allan Zeman,""Noted for turning a small square of streets in Central, into a thriving bar and night life districts in Hong Kong.""
""Miami, Florida"",Henry Flagler,Builder of the Florida East Coast Railway
""San Bernardino County, California"",Jefferson Hunt,""Captain in the Mormon Battalion (1846), California State Legislator (1852), Brigadier General of the California Militia (1855)""","The individual recognized as the father of San Bernardino County, California is John Smith.",635,FI
